disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,low,female,old,3,-0.556840676,-0.762497104,-0.351184248,1.1147668965705293e-07,876,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,low,female,old,4,-0.60736033,-0.751029342,-0.463691318,0,2585,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,low,female,old,5,-0.467303676,-0.677547959,-0.257059392,1.3219893832072671e-05,4732,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,-5,-0.085008515,-0.316182707,0.1461656759110877,0.4710689551655156,720,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,-4,-0.115476227,-0.354037526,0.12308507143495229,0.3427512467003859,3217,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,-3,-0.099433986,-0.332913655,0.13404568330978694,0.4038742618785358,890,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,-2,-0.187168819,-0.322204966,-0.052132671,0.006593902,3714,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,-1,-0.167513862,-0.425769154,0.09074143,0.20361200433431792,4140,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,0,-0.267195873,-0.378056272,-0.156335474,2.312567029871815e-06,2609,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,1,-0.43002917,-0.7621033,-0.09795504,0.011143712089287439,523,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,2,-0.224883488,-0.365825132,-0.083941845,0.001763992,4654,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,3,-0.413733263,-0.688837351,-0.138629175,0.003201744,1282,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,4,-0.314822703,-0.549221108,-0.080424298,0.008476041,2059,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,young,5,-0.402301311,-0.597514734,-0.207087888,5.362853500967546e-05,617,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,-5,-0.506723089,-0.677003238,-0.33644294,5.456786134061531e-09,599,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,-4,-0.404429431,-0.65964701,-0.149211852,0.001896973,3142,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,-3,-0.289626701,-0.521930863,-0.057322539,0.014539824323437589,3884,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,-2,-0.291739525,-0.668828554,0.085349505,0.12942382588696466,1285,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,-1,-0.104354009,-0.424629557,0.2159215397308036,0.5230712110441462,3676,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,0,-0.148203006,-0.270146454,-0.026259558,0.017215600359073102,3730,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,1,-0.182686794,-0.419068127,0.053694538,0.12982769642406766,4426,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,2,-0.179529284,-0.459197251,0.10013868349000682,0.20832052110574661,3168,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,3,0.046129277,-0.166598615,0.25885716830273553,0.6708228690931934,4954,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,4,-0.085207402,-0.34108627,0.17067146496942748,0.5139638853841682,2194,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,mid,5,0.05211705,-0.209678019,0.3139121184610578,0.696397186,3122,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,-5,-0.042229118,-0.271192392,0.1867341563815757,0.7177294684241424,4262,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,-4,-0.06939475,-0.325028741,0.1862392397593982,0.5946814872376853,4595,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,-3,-0.08047098,-0.265514243,0.10457228332372115,0.3940153801576858,995,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,-2,-0.14361324,-0.377721834,0.090495355,0.2292255014383815,3185,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,-1,-0.197093444,-0.446464261,0.052277373796862175,0.12135496854358263,2112,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,0,-0.075410774,-0.393651772,0.24283022437230833,0.642329685,3087,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,1,-0.290699963,-0.457515647,-0.123884279,0.000636469,4651,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,2,-0.194197013,-0.415378034,0.026984008628430062,0.085272479,4616,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,3,-0.259935189,-0.477235396,-0.042634981,0.019049640385980116,4310,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,4,-0.337197944,-0.710187346,0.035791458,0.076407575,1528,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,male,old,5,-0.244252771,-0.541242598,0.052737056,0.10697085668717099,3297,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,-5,-0.501082271,-0.827514208,-0.174650333,0.002624065,3430,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,-4,-0.578850733,-0.869873914,-0.287827552,9.679923782934807e-05,2626,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,-3,-0.515248149,-0.865229623,-0.165266676,0.003907399,856,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,-2,-0.260181944,-0.373438344,-0.146925543,6.710388423591951e-06,3227,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,-1,-0.325920506,-0.587092748,-0.064748263,0.014448646360460504,3860,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,0,-0.235426889,-0.547515693,0.076661914,0.1392625068250215,1285,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,1,-0.148796717,-0.439083293,0.14148985822066135,0.31505685348441403,3863,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,2,-0.333373914,-0.536095876,-0.130651953,0.001267682,4482,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,3,-0.342992841,-0.55410023,-0.131885452,0.001450174,3073,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,4,-0.273018002,-0.529130422,-0.016905583,0.03667384,1549,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,young,5,-0.333505671,-0.637035959,-0.029975382,0.031274583734547834,4470,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,-5,-0.610564834,-0.920276634,-0.300853034,0.000111574,264,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,-4,-0.469081475,-0.737817408,-0.200345542,0.000623452,1044,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,-3,-0.494874412,-0.794356576,-0.195392247,0.001200463,2515,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,-2,-0.474673615,-0.756615322,-0.192731909,0.000967427,1300,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,-1,-0.392911396,-0.657867666,-0.127955126,0.003654487,3339,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,0,-0.504513175,-0.727942196,-0.281084154,9.60981465913946e-06,3215,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,1,-0.19133128,-0.381537131,-0.00112543,0.048655615,3376,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,2,-0.196008895,-0.419949252,0.027931461860161183,0.086247254,2913,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,3,-0.077634339,-0.352878994,0.19761031557139386,0.5803803156259149,4693,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,4,-0.008229496,-0.255371677,0.23891268546537225,0.9479627602580061,2768,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,mid,5,-0.160476737,-0.373443229,0.052489756135813054,0.13969716964661583,2742,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,-5,-0.237899367,-0.501858135,0.026059401,0.077312259,768,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,-4,-0.208915541,-0.351411265,-0.066419817,0.004058339,4979,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,-3,-0.372656835,-0.586787054,-0.158526616,0.000647149,235,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,-2,-0.103277422,-0.402759768,0.1962049243843776,0.4990964434825509,1428,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,-1,-0.220221184,-0.396997811,-0.043444557,0.014618739632387356,1052,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,0,-0.163843356,-0.464351095,0.136664383,0.2852343365044647,3396,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,1,-0.278774838,-0.520125959,-0.037423718,0.023579276731046317,4798,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,2,-0.278099835,-0.560585845,0.004386174,0.053660513,2548,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,3,-0.195997297,-0.47929162,0.087297026,0.1750906325113437,2308,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,4,-0.026511363,-0.275376422,0.22235369622470966,0.8346067344000128,3752,,,
Group 02,D0202,Group 02 / Disease 02,Mortality,high,female,old,5,0.006424392,-0.19085214,0.20370092485957153,0.9491070115254652,3081,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,-5,-0.466779568,-0.705587043,-0.227972092,0.000127588,1433,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,-4,-0.421929473,-0.644105185,-0.19975376,0.000197497,3225,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,-3,-0.293734502,-0.528678746,-0.058790259,0.014267692937747878,3764,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,-2,-0.339054346,-0.546734488,-0.131374203,0.001374963,1301,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,-1,-0.290318219,-0.530547533,-0.050088904,0.017852226745248334,4679,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,0,-0.330454677,-0.569607365,-0.091301989,0.006763402,3322,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,1,-0.205965763,-0.457549825,0.045618299987895294,0.10858089167530682,1696,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,2,-0.180950926,-0.504155857,0.14225400454219184,0.27249533763069556,739,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,3,-0.150718294,-0.477819725,0.17638313779035486,0.36646868211763284,1923,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,4,-0.197016705,-0.503853954,0.10982054340700384,0.20821326674744745,4725,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,young,5,-0.125490923,-0.315372657,0.064390811,0.19520150620588073,2810,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,-5,-0.642732674,-0.832698446,-0.452766901,3.3231639662290036e-11,1532,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,-4,-0.621188243,-0.86489168,-0.377484805,5.854836540031272e-07,206,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,-3,-0.424473059,-0.665613819,-0.1833323,0.000560315,1240,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,-2,-0.321494821,-0.549856941,-0.093132702,0.005791737,4030,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,-1,-0.278725182,-0.464206451,-0.093243913,0.003226227,4901,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,0,-0.262214046,-0.541039702,0.016611610309368086,0.065295585,451,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,1,-0.095398369,-0.35032201,0.15952527136831368,0.4632671282111933,1911,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,2,-0.115403838,-0.394714708,0.1639070321103469,0.418043649,3347,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,3,-0.139317212,-0.367179098,0.088544674,0.23077490645806797,2509,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,4,-0.135044497,-0.394170262,0.12408126852825482,0.3070354371053301,1711,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,mid,5,-0.034434765,-0.295221538,0.2263520068850424,0.7957880085089575,599,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,-5,0.1270241941611067,-0.049244497,0.30329288576329283,0.157823,4958,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,-4,-0.050740723,-0.301729786,0.20024834029840366,0.6919282496339054,3647,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,-3,-0.045036648,-0.397908858,0.3078355613822155,0.8024694938012624,3859,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,-2,-0.175187432,-0.504985195,0.15461033168452112,0.29780815362327706,1652,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,-1,-0.084279848,-0.366524631,0.1979649343217948,0.5583683300849811,3754,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,0,-0.099835957,-0.382263107,0.18259119282071945,0.48840630162315635,3971,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,1,-0.205241298,-0.406047543,-0.004435053,0.045146275725792995,3968,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,2,-0.119022594,-0.28989729,0.051852102,0.1721788925273282,273,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,3,-0.345382735,-0.543667952,-0.147097518,0.000640113,1111,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,4,-0.31315501,-0.604718986,-0.021591033,0.035278875570900814,3731,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,male,old,5,-0.305480211,-0.544257665,-0.066702757,0.012157885928677503,2299,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,-5,-0.751524817,-0.960646407,-0.542403226,1.872058064122939e-12,348,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,-4,-0.62602943,-0.856795567,-0.395263292,1.0540638872846841e-07,264,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,-3,-0.609770496,-0.827957758,-0.391583235,4.3104820601769234e-08,4196,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,-2,-0.46666855,-0.743502804,-0.189834297,0.000953036,410,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,-1,-0.501420091,-0.695146717,-0.307693465,3.9150531283560497e-07,2783,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,0,-0.350692413,-0.521939346,-0.179445481,5.97398217068168e-05,664,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,1,-0.515440729,-0.731565164,-0.299316294,2.9473601801388583e-06,2082,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,2,-0.496719641,-0.686543093,-0.30689619,2.915624817134699e-07,4836,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,3,-0.524607799,-0.817641356,-0.231574242,0.00044993,4224,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,4,-0.344201031,-0.557004632,-0.131397429,0.001523241,4874,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,young,5,-0.376568445,-0.547029272,-0.206107618,1.4919369572208296e-05,683,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,-5,-0.495141139,-0.744571411,-0.245710868,9.992526801960722e-05,412,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,-4,-0.538998043,-0.755055517,-0.322940568,1.0103743286471456e-06,962,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,-3,-0.643855805,-0.882657496,-0.405054114,1.2602017829266288e-07,845,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,-2,-0.411102544,-0.67702289,-0.145182198,0.002444857,4399,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,-1,-0.459365079,-0.798591051,-0.120139108,0.007950921,4895,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,0,-0.497998835,-0.741020352,-0.254977318,5.9087635079224654e-05,3424,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,1,-0.405945948,-0.52935488,-0.282537015,1.1386247500411173e-10,1084,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,2,-0.3859187,-0.496498395,-0.275339005,7.901679310862164e-12,4016,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,3,-0.395457543,-0.583115301,-0.207799784,3.621730701475201e-05,3936,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,4,-0.473505619,-0.733177513,-0.213833724,0.00035155,581,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,mid,5,-0.2058522,-0.456635586,0.044931186,0.1076513589710717,2949,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,-5,-0.335194237,-0.591187319,-0.079201156,0.010276017980610064,3531,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,-4,-0.18257122,-0.378463803,0.013321363,0.067742884,1240,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,-3,-0.419725341,-0.615783058,-0.223667625,2.7164890454400847e-05,2450,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,-2,-0.277071003,-0.481929876,-0.07221213,0.008027902,821,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,-1,-0.225037927,-0.487452099,0.037376244,0.092795402,2885,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,0,-0.260341581,-0.543551063,0.022867901,0.071586518,985,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,1,-0.369712956,-0.574199736,-0.165226176,0.000394572,2813,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,2,-0.335291603,-0.449875783,-0.220707423,9.735546591116417e-09,1423,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,3,-0.2054385,-0.487728682,0.076851682,0.15375215219030003,2741,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,4,-0.257651,-0.500590141,-0.014711859,0.037645551,3700,,,
Group 02,D0202,Group 02 / Disease 02,Hospitalizations,low,female,old,5,-0.390318304,-0.568786469,-0.211850138,1.8141831292339816e-05,3108,,,
